index,n_lsRestaurants,avg_dist_from_home,median_dist_from_home,total_visits,min_dist_from_home,max_dist_from_home,sd_dist_from_home,avg_income,average_weekly_vistor_difference,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,count_bigger_places_by_tract,Arts/Sports,Gas Stations,Health,Hotel,Movie,Transport,avg_dwell_time,min_dwell_time,max_dwell_time,sd_dwell_time,Total_Hotels,Total_Gas_Convenience,street_address_count,is_strip,total_land_per_tract,total_acres_per_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,weekend_pct_by_tract,prediction,tract,diff
442,4,5737.967757354485,5831.666666666667,4053,2876.0441988950274,7892.977272727273,1714.7292457572298,27135,0.137,0,0,0,0,0,0,2,1,0,0,0,10.803855880704505,7.153061224489796,18.775641025641026,1.8656154568768994,0,0,27,1,4329665977,1069883.7635064898,4433,26.45,30.25,23.65,4433,1634,929,28,554,66,1130,92,0,92,1927,0,158,525,528,357,117,148,15,0,23,33,23,1033,21,193,64,47,28,80,80,43,58,143,139,71,8,32,19,7,27.72,4.15625,49035100308,-0.15625
443,2,5398.019609871626,5327.186046511628,683,3416.217391304348,8184,1343.3768039136262,47652,-0.048,14,8943,30.564240187856424,0.001565470200156547,1,0,1,28,0,1,0,15.98567499581757,7.529411764705882,70,9.024324294419252,0,0,42,1,5733899876,1416877.5169937953,5142,33.425,32.125,34.95,5142,4670,41,11,277,0,61,82,12,70,2368,14,246,220,480,506,93,471,67,116,67,50,38,1288,31,8,11,23,76,17,24,50,64,118,183,233,240,85,102,23,20.06,1.84375,49035112604,0.15625
444,1,35910.153846153844,32255,2062,14465,67478,16402.136480990077,54557,0.732,4,2519,40.516871774513696,0.0015879317189360857,0,0,0,0,0,0,0,8.694202052103854,7,11.5,0.7244354085497551,0,0,2,1,39274494801,9704939.02548685,3519,24.05,23.5,25.75,3519,3401,17,31,0,20,6,44,0,44,1442,64,128,149,203,195,189,228,108,14,83,74,7,768,6,6,6,0,8,25,35,0,27,53,138,152,97,97,101,17,29.65,2.4761904761904763,49049010409,-1.4761904761904763
445,1,5536.076923076923,5421,390,3796,9145,1432.9596680494572,34302,-0.045,4,5048,26.264659270998415,0.000792393026941363,0,0,0,4,0,0,0,17.996794871794872,5,82.5,14.977025071203471,0,0,7,1,4648412902,1148647.844046812,3936,26.3,22.55,35.95,3936,3276,21,0,97,0,522,20,10,10,1925,31,357,561,424,85,105,63,28,38,164,69,0,1004,95,7,63,21,46,89,32,19,47,61,234,131,79,42,38,0,16.62,1.149171270718232,49011125807,-0.149171270718232
446,4,267337.45473906747,287514.0652173913,537,1554,606126.1764705882,210649.7532812015,35680,0.016,6,10424,27.27638142747506,0.0005755947812739831,4,0,10,1,13,0,2,187.38493369513404,21.24468085106383,409.4756097560976,95.4453931314774,4,5,123,1,2556703573037,631775212.0884486,3136,41.033333,42.366665,41.833332,3136,3124,2,0,0,0,0,10,0,10,1165,307,239,121,116,113,16,97,0,37,42,62,15,882,23,15,10,12,29,42,69,42,33,97,135,161,114,53,38,9,30.59,1.84375,49015976500,2.15625
447,1,10030,8726,358,5095,19559,4871.632546351035,39840,0.039,1,2281,15.128890837352039,0.00043840420868040335,0,0,0,2,0,0,0,45.580128205128204,7,197,36.526194612725305,0,0,3,1,2817094457,696119.2008388576,4896,30.1,29.1,31.5,4896,4139,36,31,11,0,249,430,61,369,2151,129,149,365,582,285,136,180,14,44,76,154,37,1154,59,8,10,18,41,91,64,21,32,104,181,202,180,75,21,47,24.32,1.84375,49057200204,-0.84375
448,1,5591.25,2783,71,1270,13848,4496.4230784035435,66470,0.013,0,0,0,0,1,0,2,0,0,0,0,20.045161290322582,4,274,40.97787523655159,0,0,7,1,9286364814,2294710.7211676165,3153,18.05,17.8,18.2,3153,3079,0,0,0,0,7,67,0,67,895,20,74,75,149,189,30,86,35,59,81,70,27,658,18,0,0,7,14,23,23,0,0,24,130,64,111,83,59,102,16.94,1.149171270718232,49049010110,-0.149171270718232
449,1,2849,2853,976,2165,3466,460.75716670136194,51033,0.135,1,2616,23.264908256880734,0.00038226299694189603,0,0,0,10,0,0,0,18.650641025641026,6,55,11.362703544689511,0,0,9,1,2826025612,698326.1373033838,3732,30.45,28.35,29.35,3732,3477,4,0,61,0,80,110,7,103,1649,17,78,164,348,457,117,161,30,61,132,73,11,892,0,0,24,36,11,6,29,0,46,20,152,227,196,39,87,19,27.97,1.149171270718232,49057210510,-0.149171270718232
450,1,5521.384615384615,4804,589,3891,9363,1807.4005522878033,60604,0.039,6,9033,23.379829514004207,0.0006642311524410495,1,0,2,5,0,0,0,7.371794871794871,5,15,1.3342531979952788,0,0,15,1,34734719914,8583136.219594369,6967,28.4,31.05,25.1,6967,6440,102,9,113,46,39,218,0,218,2794,40,424,461,388,380,73,314,168,229,233,75,9,1634,7,18,10,62,12,17,0,15,31,58,179,300,436,119,227,143,18.9,1.149171270718232,49011126002,-0.149171270718232
451,1,4936.461538461538,4887,2373,3918,6179,696.6963249729176,50132,0.116,8,9081,26.312851007598283,0.0008809602466688691,0,0,3,10,0,0,0,8.416666666666666,7,11,0.8088887904210424,0,0,32,1,25024234931,6183623.122215935,5273,35.25,34.05,37.65,5273,4257,167,67,381,10,73,318,0,318,2459,47,227,371,474,449,130,457,48,176,38,25,17,1317,27,9,43,32,38,39,27,44,52,101,168,238,193,127,129,50,25,1.6842105263157894,49035114200,-0.6842105263157894
452,4,3528.915944676738,3213.3010752688174,1384,2508.6506024096384,5425.8674698795185,946.5549205518047,29703,-0.083,7,7291,30.700178302016184,0.0009600877794541216,0,0,1,5,0,0,0,26.729195877952968,7.746268656716418,57,13.8695562623501,0,0,16,1,4762166613,1176756.998213443,6815,28.866667,25.966667,29.1,6815,3147,140,35,289,291,2464,449,375,74,2673,114,166,363,601,425,236,353,24,6,111,233,41,1374,64,32,91,71,116,80,152,95,53,134,118,249,35,54,30,0,23.32,2.6153846153846154,49035113406,1.3846153846153846
453,2,21190.29344615573,22438.94845360825,1531,11655.421686746988,29037.076923076922,5970.180295880481,81994,-0.094,4,5253,37.50161812297735,0.0007614696363982486,1,0,2,4,1,0,0,28.022547404867254,8.698630136986301,45.19035532994924,6.982675290613644,0,0,17,1,7191538496,1777067.8644437797,6543,49.9,49,48.583332,6543,5928,17,0,473,35,0,90,0,90,2901,52,237,871,671,578,174,160,19,49,62,28,0,1873,0,20,0,0,0,51,0,19,0,186,122,100,170,258,238,709,28.99,2.9382716049382718,49035104200,-0.9382716049382718
454,4,9762.11317877189,9455.803738317756,2124,7345.223463687151,12325.327731092437,1522.7683362720725,28589,-0.111,11,11109,16.991718426501034,0.0009901881357457917,0,0,2,1,0,1,4,16.451580304700844,8.279816513761467,37.598958333333336,5.529581027319399,0,0,20,1,5110924710,1262937.0008635,6180,28.7,26.1,30.1,6180,3368,948,226,987,139,359,153,0,153,3156,0,101,450,626,929,327,350,59,153,144,17,0,1510,109,117,188,100,87,178,83,83,71,95,14,199,56,59,33,38,22.33,2.9382716049382718,49035111701,1.0617283950617282
455,3,4580.425489642711,4215.816,1442,2890.827272727273,6808.7692307692305,1208.6414349045017,39469,0.028,4,6636,43.409433393610605,0.0006027727546714888,1,0,0,1,0,0,0,17.392771805841317,9.134615384615385,35.11538461538461,4.6133712592448886,0,0,31,1,3635157684,898267.0267308372,5826,26.666666,27.233334,25.9,5826,5192,24,22,168,243,51,126,0,126,3177,163,453,576,695,432,91,230,9,67,394,18,49,1368,62,54,36,109,32,68,83,92,55,195,150,192,129,12,79,20,25.02,2.6153846153846154,49049000703,0.3846153846153846
456,2,7837.655024622471,7409.584192439863,3731,5669.927419354839,11846.763779527559,1844.66340281701,47373,0.045,6,5728,68.88739525139665,0.001047486033519553,0,0,1,6,3,0,0,8.808280676414206,7,10.846153846153847,0.675930228986002,0,0,48,1,7293506356,1802264.6714014134,4076,24.7,26.05,23.25,4076,3560,56,0,176,58,44,182,0,182,1859,16,85,552,521,204,47,198,16,47,133,25,15,886,31,11,62,31,51,29,15,8,43,70,92,109,171,44,52,67,29.24,2.4761904761904763,49049001201,-0.4761904761904763
457,1,12267.461538461539,9965,282,5145,28862,7998.68540881755,55463,-0.026,6,4984,14.686597110754414,0.001203852327447833,0,0,0,4,0,0,0,54.05128205128205,6,148,22.38030380369624,0,0,7,1,1997230605,493526.4308191097,6048,36.75,37.65,36.733334,6048,5524,172,0,51,0,210,91,1,90,3018,137,393,372,946,492,191,230,53,34,133,37,0,1649,12,15,0,18,98,32,42,63,54,218,98,188,364,107,197,143,22.89,1.149171270718232,49035110300,-0.149171270718232
458,1,8652.153846153846,9086,340,4674,11886,2488.9979525287495,55355,0.045,1,4432,22.350406137184116,0.0002256317689530686,0,0,0,1,1,0,0,9.054487179487179,5,40,4.1696188879563465,0,0,4,1,8173258394,2019656.134476844,4894,33.966667,34.966667,34.7,4894,4653,0,6,119,0,38,78,16,62,2234,52,547,933,344,97,17,78,0,0,51,89,26,1323,33,17,27,8,31,36,21,37,58,73,133,280,198,120,80,171,24.79,1.149171270718232,49005001102,-0.149171270718232
459,1,3857.3076923076924,3722,442,2084,6522,1172.1017720755158,57376,0.116,3,5133,18.593415156828364,0.0005844535359438924,0,0,2,11,0,0,0,11.48076923076923,7.5,25,3.728653054122211,0,0,22,1,4861949689,1201413.9332870129,5258,33.633335,35.2,33.233334,5258,4532,0,154,41,409,86,36,0,36,2499,50,224,170,389,509,204,458,57,103,183,122,30,1225,19,0,41,0,22,25,21,38,0,81,137,372,93,145,149,82,29.24,1.84375,49035112913,-0.84375
460,1,26962.76923076923,25126,2123,19878,38829,5327.866977097028,38722,-0.387,4,9243,38.090014064697606,0.0004327599264308125,0,1,0,0,3,0,0,23.810897435897434,9.5,160,12.03279697578167,1,0,69,1,2325109407,574547.0473103664,2593,38.166668,36.3,41.3,2593,2167,73,0,139,26,98,90,1,89,1432,39,123,250,381,323,16,129,30,25,52,35,29,395,9,0,0,35,0,14,15,7,9,34,24,73,115,9,18,33,23.84,5.6976744186046515,49035100800,-4.6976744186046515
461,3,30239.47894402146,13216.8,2415,5584.234375,70882.5,24956.770639352813,39332,0.172,5,8209,47.09245949567548,0.0006090875867949811,1,0,4,3,2,1,0,9.806780531128853,6.975609756097561,19.432989690721648,1.3167860606659538,0,0,41,1,55366483195,13681355.958509643,6792,61.6,60.65,61.95,6792,6431,34,0,50,0,238,39,0,39,2159,11,260,762,714,126,128,31,0,14,17,63,33,2220,26,53,144,61,68,133,114,231,94,227,184,243,257,124,167,94,29.91,1.6842105263157894,49053271600,1.3157894736842106
462,1,8906.923076923076,8854,1913,6602,11008,1740.2571870051497,73246,1.226,23,12385,20.914331853048044,0.0018570851836899474,0,1,1,12,0,0,0,6.092948717948718,5,7,0.4977513538468884,0,0,18,1,161274997245,39851919.73897606,12434,30.666666,29.966667,30.933332,12434,11650,402,0,130,0,20,232,0,232,5188,65,346,787,861,704,360,1146,245,230,287,116,41,2991,0,152,0,0,0,15,78,71,0,60,284,505,463,301,590,472,20.73,1.6842105263157894,49035112810,-0.6842105263157894
463,1,10913,11339,119,7122,13663,2479.082222651493,29324,0.006,2,2377,30.145561632309633,0.0008413967185527977,1,0,0,4,0,0,0,38,5.5,1085,110.13420089959433,0,0,13,1,2459510292,607758.229287512,3727,31,30.45,34.15,3727,2354,174,100,292,42,655,110,37,73,2204,17,271,262,430,567,208,240,37,40,62,35,35,970,43,15,48,20,78,52,75,116,21,93,130,150,61,20,48,0,19.57,1.149171270718232,49035113512,-0.149171270718232
464,2,44984.44753280205,38543.4224137931,1781,30975,80475.26356589147,14983.332632497624,35071,0.303,5,9915,16.286838124054462,0.0005042864346949068,1,1,6,3,10,0,2,10.46502651066185,7.679775280898877,51.03225806451613,4.838413477287511,6,3,75,1,430734880191,106436906.94393353,4523,37.933334,35.5,39.033333,4523,4295,8,32,8,36,82,62,27,35,1438,211,296,131,94,86,76,211,29,14,106,107,77,1243,34,36,68,16,62,53,106,77,81,126,121,206,136,52,53,16,24.92,2.9382716049382718,49013940300,-0.9382716049382718
465,2,5525.172189349111,5148,876,3760,7922.2,1257.722144645447,71341,0.081,7,6255,26.105515587529975,0.0011191047162270183,1,0,2,7,0,0,0,36.53180299398665,12.76923076923077,188.6,23.226507501821335,0,0,28,1,3135667389,774840.2867725167,3532,37.2,38,37.2,3532,3173,55,23,157,0,51,73,30,43,1536,23,169,289,331,302,115,99,21,71,67,41,8,887,9,0,0,0,7,0,6,42,0,49,97,70,118,101,183,205,23.36,1.84375,49035104000,0.15625
466,1,47641,34985,309,23394,164377,38009.56907367757,72836,0.058,7,6984,14.25143184421535,0.001002290950744559,1,0,1,9,3,0,0,7.605769230769231,5,14.5,1.6848562831259766,1,1,26,1,244136239652,60327378.66494408,3250,40,37.3,41.35,3250,2929,10,0,26,13,162,110,14,96,1662,34,255,195,325,180,138,249,125,37,92,24,8,860,0,0,0,9,0,0,12,10,22,0,68,141,69,188,133,208,22.74,1.149171270718232,49043964306,-0.149171270718232
467,1,9363.846153846154,8924,440,3001,16269,3839.4308355569633,66529,-0.045,1,3893,14.39763678397123,0.00025687130747495504,0,0,2,13,0,0,1,13.14423076923077,5,46,6.5453774911185,0,0,22,1,1666204498,411728.09832477325,2446,31.9,29.65,33.65,2446,2275,38,9,104,0,0,20,0,20,1341,33,90,406,436,128,57,58,22,47,43,0,21,529,13,0,0,10,0,0,0,35,0,27,35,51,49,62,119,128,25.72,1.149171270718232,49035103800,-0.149171270718232
468,1,3449,3330,469,2136,6091,1099.9834847245054,34875,-0.071,7,10033,24.345360310973785,0.0006976975979268414,0,0,2,10,1,0,1,7.612179487179487,5.5,11,1.2908783180813903,0,0,52,1,5468263995,1351237.4612489957,6308,25.433332,26.833334,24.933332,6308,5117,37,159,93,203,459,240,0,240,2652,168,465,584,531,360,69,135,0,8,203,85,44,1492,92,56,32,12,117,143,131,36,75,146,159,230,152,53,29,29,22.64,1.149171270718232,49049000801,-0.149171270718232
469,1,7588.692307692308,8661,197,925,14218,4965.097991389753,36769,-0.006,3,7119,14.651776934962776,0.00042140750105351877,0,0,2,1,0,0,2,7.282051282051282,5,67.5,5.178173637172476,0,0,146,1,1830704775522,452377002.1774086,4258,32.625,31.6,34.275,4258,4003,0,71,66,27,0,91,0,91,1529,228,171,120,288,248,104,186,0,18,54,43,69,1071,11,30,33,27,24,51,13,51,60,114,179,211,140,59,54,14,23.32,1.149171270718232,49015976200,-0.149171270718232
470,2,176489.0638672132,145793.16129032258,495,72687.07142857143,306726.8947368421,85361.32633195061,37367,0.099,10,11539,14.34067076869746,0.0008666262241095416,1,0,7,6,25,0,3,13.02824302875989,6.625,71.44444444444444,8.2903227953471,9,8,211,1,14387595273574,3555252220.580141,2384,38.1,37.8,36.5,2384,2235,9,86,1,6,25,22,12,10,846,210,302,11,52,14,65,66,20,0,21,53,32,604,50,9,2,5,72,44,12,12,0,53,124,52,91,41,24,13,27.61,1.84375,49017000300,0.15625
471,1,9209.538461538461,6484,228,3071,28042,8148.277605475739,44352,-0.013,5,3749,30.73139503867698,0.0013336889837289945,1,0,1,0,0,0,0,8.628205128205128,4,239,19.467497461225268,0,0,8,1,106958321686,26429976.896981187,3230,32.6,31.35,33.4,3230,2973,0,25,0,0,77,155,36,119,1305,42,136,226,264,226,111,87,50,16,29,77,41,808,6,7,0,27,25,48,19,73,36,35,177,119,74,95,40,27,20.82,1.149171270718232,49049010504,-0.149171270718232
472,1,4617.461538461538,4325,701,3086,7112,1327.6421841862245,40369,0.142,3,7553,111.19184430027804,0.00039719316827750565,0,0,2,5,0,0,0,8.173076923076923,5,21,2.127131830964581,0,0,18,1,4982863054,1231292.276487536,5656,31.475,31.65,31.525,5656,3997,99,34,154,10,1085,277,84,193,2811,45,185,126,601,788,401,441,66,12,9,87,50,1408,154,0,16,55,43,63,31,83,94,200,122,224,169,47,55,52,28.49,1.149171270718232,49035113523,-0.149171270718232
473,3,37264.59058550145,9954,199,3247,329600.8181818182,88212.2030079553,77286,-0.069,3,2421,12.486575795125981,0.0012391573729863693,0,0,1,2,0,0,0,40.094104038145105,8.69047619047619,193.22222222222223,25.333160980525253,0,0,4,1,1070105421,264428.80842310685,2628,38,36.55,38.45,2628,2368,16,63,55,0,20,106,0,106,1376,6,128,293,344,343,97,62,23,1,62,0,17,743,7,0,10,13,20,26,11,23,8,24,44,66,59,48,135,249,27.31,1.84375,49035103700,1.15625
474,1,2769.4615384615386,2792,4027,2485,3169,187.15261837362195,58501,0.187,5,3067,55.55917835017933,0.0016302575806977503,0,1,1,0,0,0,0,8.076923076923077,7,10,0.669987592937232,0,0,4,1,40045042438,9895345.493379278,8575,28.05,27.6,28.45,8575,4595,24,31,971,471,2039,444,147,297,4549,36,155,315,680,1286,593,1002,58,80,242,36,66,1725,0,0,7,0,23,0,28,108,87,106,277,371,391,108,89,130,19.13,1.6842105263157894,49035113525,-0.6842105263157894
475,1,140256.76923076922,115804,5931,60142,316402,81631.28206367319,42254,-0.155,14,10804,34.718992965568304,0.001295816364309515,1,0,3,1,2,0,1,11.346153846153847,9,16,1.3697367119449009,0,0,58,1,602384970385,148852567.98534998,3825,33.65,33.45,33.9,3825,3451,9,28,87,20,115,115,0,115,1310,45,122,195,376,122,80,51,79,0,118,107,15,777,24,0,44,6,29,24,48,20,17,157,98,122,68,32,61,27,19.19,4.6,49049010503,-3.5999999999999996
476,1,97057.76923076923,67107,1067,6315,396157,106717.40846518736,38301,0.129,32,22133,21.684950074549317,0.001445804906700402,0,0,3,51,10,0,2,11.64102564102564,6.5,30,4.177433566119071,1,2,86,1,97959716508,24206373.130480375,3831,47.85,44.4,50.85,3831,3127,28,118,7,54,333,164,20,144,1608,49,542,516,182,216,0,46,38,0,19,0,0,975,92,14,18,26,40,42,25,84,18,88,105,144,158,51,34,36,20.53,2.3636363636363638,49053271800,-1.3636363636363638
477,1,3400.3846153846152,3382,3218,2814,4444,421.61881252729114,44196,0.697,8,8692,46.06983433041878,0.0009203865623561896,0,0,2,11,3,0,0,8.599358974358974,6.5,10,1.049454346384228,2,2,34,1,10434494710,2578419.7972608083,6148,35.566666,31.6,40.733334,6148,4930,94,24,456,0,400,244,23,221,3203,64,300,579,733,618,174,319,66,49,97,147,57,1567,45,0,60,77,54,91,30,64,24,74,222,311,213,143,80,79,25.99,1.6842105263157894,49035113515,-0.6842105263157894
478,2,9126.750401589425,9107.310344827587,1057,6081.538461538462,11906,1771.6015397767467,36660,-0.055,16,8096,17.128211462450594,0.001976284584980237,0,0,0,11,0,1,0,23.733783938087733,9.15625,48.601941747572816,8.783546370252848,0,0,28,1,3414718757,843795.3815519849,4505,36.95,39.2,34.075,4505,3391,238,104,120,49,361,242,54,188,2534,27,163,534,620,548,81,285,87,50,79,60,0,1095,14,37,0,8,24,20,146,56,46,178,244,103,85,46,37,51,22.92,1.84375,49035111702,0.15625
479,1,3074.6153846153848,3107,219,2106,3991,664.2340875601936,70922,0.052,2,2303,43.285280069474595,0.0008684324793747286,1,0,1,3,0,0,0,18.794871794871796,5,299,35.56905468172017,0,0,5,1,3079853257,761048.3143852185,3481,39.25,41.75,36.2,3481,3363,0,0,38,0,23,57,0,57,1437,74,125,275,152,220,201,284,3,13,66,9,15,909,0,0,27,18,18,0,24,11,18,96,80,67,106,94,135,215,28.39,1.149171270718232,49035111304,-0.149171270718232
480,1,4649.7692307692305,3407,1029,2768,10519,2278.495744778638,45432,-0.129,6,6136,19.59338331160365,0.0009778357235984355,0,0,2,5,0,0,2,16.46153846153846,10,38,4.778155421370178,0,0,37,1,193664463932,47855531.264931805,7929,31.1,28.816668,33.866665,7929,7727,11,43,27,16,71,34,9,25,3411,177,494,441,481,385,154,444,150,193,257,122,113,1866,41,26,8,25,39,78,69,70,113,191,310,315,216,211,75,79,22.73,1.84375,49003960200,-0.84375
481,2,12218.49825077787,2438.566037735849,2534,1657.3076923076924,70883.68852459016,20401.243345911535,23420,-0.574,3,3988,245.39242728184553,0.0007522567703109327,0,3,0,1,1,0,0,46.24429181337799,15.5,82.56382978723404,10.960842415783391,0,0,9,1,2474552593,611475.2628164653,2481,20.6,22.475,19.95,2481,2247,17,16,36,49,13,103,0,103,1370,67,380,353,312,122,59,27,0,6,15,29,0,19,0,6,0,0,4,4,0,0,0,0,5,0,0,0,0,0,13.66,5.6976744186046515,49049001602,-3.6976744186046515
482,1,47391.846153846156,43674,321,8837,83966,26012.20440115932,51062,0.116,1,628,40.61464968152866,0.0015923566878980893,0,0,1,0,1,0,0,14.022435897435898,7,35,5.016856408316945,0,0,0,0,681100540,168303.60885400526,3738,22,21.5,23.1,3738,3647,0,0,0,0,80,11,0,11,1643,14,170,237,416,271,140,169,18,50,58,81,19,820,20,5,9,7,0,7,27,28,30,63,105,215,156,68,70,10,28.94,1.84375,49049010405,-0.84375
483,1,0,0,0,0,0,0,0,0,4,3286,15.839926962872793,0.0012172854534388314,0,0,0,1,2,0,0,152.17948717948718,4,1352.5,304.9679563150109,0,0,67,1,13895704752,3433703.42553443,5530,29.733334,28.466667,31.866667,5530,5305,0,20,24,6,20,155,22,133,2102,99,486,525,392,283,43,53,0,18,75,96,32,1408,17,8,6,0,26,46,41,46,47,135,137,264,221,187,81,146,36.71,1.149171270718232,49005001201,-0.149171270718232
484,2,2340.001362312239,2365.7197452229298,3288,2133.1052631578946,2595.843930635838,140.6634121179711,44423,0.355,4,2756,29.33454281567489,0.001451378809869376,0,0,3,0,0,0,0,10.92510132991545,6.978021978021978,39.12307692307692,4.190857591227378,0,0,6,1,1596450035,394491.3951258987,4095,27.266666,24.633333,31.833334,4095,3779,0,72,20,0,85,139,0,139,1747,81,410,293,309,319,72,92,12,0,51,50,58,918,34,0,11,7,0,27,28,51,48,112,175,124,166,64,60,11,21.42,4.15625,49049003205,-2.15625
485,1,2758.923076923077,2783,1300,2327,3186,251.62917873280037,50725,0.077,1,2303,34.26096396005211,0.0004342162396873643,0,0,0,0,0,0,0,8.634615384615385,7,18,1.2905939540933982,0,0,2,1,6490701504,1603887.2720866138,2130,39.1,37.5,41,2130,1987,18,0,23,0,11,91,14,77,904,19,36,173,195,144,64,87,78,14,65,23,6,539,4,7,14,0,19,8,9,15,28,40,35,122,41,82,87,28,25.86,2.6153846153846154,49011125907,-1.6153846153846154
486,2,4228.37525719834,4135.561224489796,1678,2934.266666666667,5747.828571428571,743.2880058649741,46568,0.181,10,12849,22.727449606973305,0.0007782706825433886,0,0,0,41,0,0,0,10.002889881531942,6.859813084112149,19.685714285714287,2.6184188816713254,0,0,42,1,8353505066,2064196.0571460056,6414,35.225,32.25,38.25,6414,5060,84,28,152,119,882,89,0,89,3333,59,367,415,706,742,126,539,0,86,172,20,101,1616,0,7,55,15,97,15,113,46,0,86,209,323,333,115,147,55,24.75,2.9382716049382718,49035112914,-0.9382716049382718
487,1,7018.7692307692305,5992,487,3983,13070,2842.370640675554,63481,-0.006,4,4965,7.900906344410876,0.0008056394763343404,0,0,0,21,2,0,0,14.48397435897436,5,51,9.868395279521724,0,0,22,1,6937744380,1714353.972558285,3447,39.35,36.15,40.4,3447,2987,56,0,210,0,118,76,0,76,1720,40,117,160,397,475,162,149,11,36,52,49,72,835,0,11,16,7,0,0,8,9,30,74,70,166,64,52,132,196,20.58,1.149171270718232,49035112618,-0.149171270718232
488,1,28451.76923076923,28836,520,19382,40194,5364.144528780057,25275,-0.31,13,9471,28.49160595502059,0.0013726111287086897,0,0,1,7,0,0,0,28.82051282051282,11.5,71.5,7.872153600887346,0,0,49,1,4925651188,1217154.9165067733,2976,32.95,28.05,40.05,2976,2342,302,0,203,0,43,86,2,84,1367,40,80,281,419,272,103,68,80,7,8,0,9,344,0,40,0,11,24,11,0,39,9,53,17,56,68,12,0,4,20.47,1.84375,49035102300,-0.84375
489,1,7459.833333333333,4803,181,771,22391,7001.468986555391,35012,0.013,6,7781,15.569978151908495,0.0007711091119393394,0,0,4,5,6,0,1,48.256493506493506,7,987,102.50855594791147,5,3,184,1,1731899257193,427961626.86518043,4527,36.866665,32.4,41.133335,4527,4162,42,63,29,45,147,39,0,39,1648,225,334,383,257,77,46,147,22,1,28,24,104,1156,23,10,10,35,44,96,65,94,57,139,125,232,145,43,34,4,22.71,1.84375,49039972500,-0.84375
490,1,7123.461538461538,6156,435,2049,13241,3813.9642459297866,65076,0.142,10,9606,19.18311471996669,0.0010410160316468874,0,0,5,4,2,0,2,11.71474358974359,7,31,4.139936176649688,0,0,39,1,2108533621450,521030005.1737442,3497,36.233334,38.2,34.466667,3497,3244,37,10,0,0,97,109,0,109,1550,95,135,69,165,239,138,199,26,176,161,139,8,864,11,0,7,9,22,5,43,13,8,29,128,198,83,68,93,147,21.6,1.84375,49043964102,-0.84375
491,1,3346.153846153846,3039,329,2390,5038,786.3124745877478,22159,-0.143,0,0,0,0,0,0,0,5,0,0,0,32.72258064516129,5,142,16.93965051383268,0,0,12,1,3534892616,873490.9888401724,4354,29.433332,28,31.333334,4354,3098,179,66,108,39,445,419,26,393,1827,57,121,396,413,286,146,167,47,35,74,85,0,712,82,98,32,40,32,0,0,53,51,69,95,52,19,0,89,0,28.24,1.149171270718232,49057200900,-0.149171270718232
492,1,14572.307692307691,14625,227,8754,24904,4453.949771169693,34310,0,17,12715,19.39598898938262,0.0013370035391270154,0,0,3,3,0,0,3,17.759615384615383,6,125,10.981872329030082,0,0,21,1,36407496880,8996488.410132425,6683,31.35,31.425,32.475,6683,2945,80,168,231,38,3004,217,104,113,3084,43,553,767,594,496,181,247,21,31,31,112,8,1265,71,114,59,34,10,73,33,61,75,126,143,209,162,66,11,18,12.54,2.6666666666666665,49035113307,-1.6666666666666665
493,1,3872.923076923077,2534,132,1040,15424,4045.877211465569,45629,0.077,1,2166,25.55309325946445,0.0004616805170821791,1,0,3,0,0,0,0,45.541666666666664,4,366,78.92015071052539,0,0,6,1,2217502671,547956.8437468804,3430,27.55,26.25,29.05,3430,3146,0,18,42,84,40,100,47,53,1611,73,189,382,491,185,64,68,29,25,51,17,37,799,11,4,11,18,42,44,7,38,27,90,115,179,95,50,29,39,28.1,1.149171270718232,49049002206,-0.149171270718232
494,1,5913.692307692308,5979,887,3992,8616,1302.828550028449,54530,0.071,4,5574,35.68693936132042,0.0007176175098672408,1,0,0,14,1,0,0,15.852564102564102,10,27,4.292235280776413,0,0,26,1,3011390237,744130.7337016914,3688,29.333334,26.2,31.9,3688,3508,0,0,91,71,12,6,0,6,1493,33,311,318,289,248,51,124,27,18,32,36,6,871,21,0,13,11,15,31,0,33,38,73,124,133,156,66,92,65,25.13,1.84375,49049000903,-0.84375
